id,date,time,created,species_name,scientific_name,family,species type,species group,number,sex,life stage,activity,method,counting method,related species,source,location,lat,lng,modified,country division,country,validator name,last validation date,local x,local y,accuracy,notes,validation status,substrate,is certain,is escape,obscurity,embargo date,external reference,has photos,has sounds,link;
77785612,2013-07-23,,2013-07-23,Strooiselmot,Endotricha flammealis,Pyralidae (lichtmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/77785612/;
77785615,2013-07-23,,2013-07-23,Schorsboorder,Enarmonia formosana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-24,Vlaams-Brabant,België,Leo Janssen,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77785615/;
77785633,2013-07-23,,2013-07-23,Bonte brandnetelmot,Anania hortulata,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/77785633/;
77785635,2013-07-23,,2013-07-23,Bruinbandbladroller,Argyrotaenia ljungiana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,Leo Janssen,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77785635/;
77785643,2013-07-23,,2013-07-23,Vogelkersstippelmot,Yponomeuta evonymella,Yponomeutidae (spinselmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,Leo Janssen,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77785643/;
77785649,2013-07-23,,2013-07-23,Bonte valkmot,Evergestis pallidata,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,Leo Janssen,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77785649/;
77785668,2013-07-23,,2013-07-23,Bleke grasmot,Crambus perlella,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,Leo Janssen,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77785668/;
77785719,2013-07-23,,2013-07-23,Zwamboorder,Crassa unitella,Oecophoridae (sikkelmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,Leo Janssen,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77785719/;
77785731,2013-07-23,,2013-07-23,Azaleasteltmot,Caloptilia azaleella,Gracillariidae (mineermotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,Leo Janssen,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77785731/;
77785733,2013-07-23,,2013-07-23,Parelmoermot,Pleuroptya ruralis,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/77785733/;
77785736,2013-07-23,,2013-07-23,Triangelmot,Hypsopygia costalis,Pyralidae (lichtmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/77785736/;
77785859,2013-07-23,,2013-07-23,Tuinbladroller,Clepsis consimilana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-12-22,Vlaams-Brabant,België,Leo Janssen,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77785859/;
77786068,2013-07-23,,2013-07-23,Bruinbandbladroller,Argyrotaenia ljungiana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,Wim Veraghtert,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77786068/;
77788267,2013-07-23,,2013-07-23,Gewone grasmot,Chrysoteuchia culmella,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,Wim Veraghtert,2013-07-23,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77788267/;
77788312,2013-07-23,,2013-07-23,Donkere marmeruil,Deltote pygarga,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-23,Vlaams-Brabant,België,Wim Veraghtert,2013-07-23,142334,156449,1000,Excuses voor de onscherpe foto! Valt hier nog iets van te maken ...?,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/77788312/;
77845460,2013-07-25,,2013-07-25,Hageheld,Lasiocampa quercus,Lasiocampidae (spinners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-07-25,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/77845460/;
78101590,2013-08-04,,2013-08-04,Rozenblaadje,Miltochrista miniata,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101590/;
78101593,2013-08-04,,2013-08-04,Parelmoermot,Pleuroptya ruralis,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,7,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101593/;
78101594,2013-08-04,,2013-08-04,Bleke eenstaart,Falcaria lacertinaria,Drepanidae (eenstaartjes),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101594/;
78101595,2013-08-04,,2013-08-04,Kleine beer,Phragmatobia fuliginosa,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101595/;
78101598,2013-08-04,,2013-08-04,Slakrups,Apoda limacodes,Limacodidae (slakrupsen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101598/;
78101599,2013-08-04,,2013-08-04,Gamma-uil,Autographa gamma,Noctuidae (uilen),Soort,Nachtvlinders en micro's,10,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Chris Snyers,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101599/;
78101602,2013-08-04,,2013-08-04,Witlijntandvlinder,Drymonia querna,Notodontidae (tandvlinders),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101602/;
78101605,2013-08-04,,2013-08-04,Aangebrande spanner,Ligdia adustata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101605/;
78101606,2013-08-04,,2013-08-04,Gele tijger,Spilosoma lutea,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101606/;
78101608,2013-08-04,,2013-08-04,Hyena,Cosmia trapezina,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101608/;
78101612,2013-08-04,,2013-08-04,Bleke grasworteluil,Apamea lithoxylaea,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101612/;
78101614,2013-08-04,,2013-08-04,Halmrupsvlinder,Mesapamea secalis,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101614/;
78101617,2013-08-04,,2013-08-04,Brandvlerkvlinder,Pheosia tremula,Notodontidae (tandvlinders),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101617/;
78101619,2013-08-04,,2013-08-04,Wortelhoutspanner,Eulithis prunata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101619/;
78101621,2013-08-04,,2013-08-04,Kameeltje,Notodonta ziczac,Notodontidae (tandvlinders),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Chris Snyers,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101621/;
78101624,2013-08-04,,2013-08-04,Stro-uiltje,Rivula sericealis,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,10,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2016-10-10,Vlaams-Brabant,België,Automatische Validatie,,142334,156449,1000,,A,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101624/;
78101626,2013-08-04,,2013-08-04,Haarbos,Ochropleura plecta,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101626/;
78101631,2013-08-04,,2013-08-04,Piramidevlinder,Amphipyra pyramidea,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101631/;
78101632,2013-08-04,,2013-08-04,Huismoeder,Noctua pronuba,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101632/;
78101634,2013-08-04,,2013-08-04,Lindeherculesje,Selenia lunularia,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101634/;
78101636,2013-08-04,,2013-08-04,Lieveling,Timandra comae,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101636/;
78101639,2013-08-04,,2013-08-04,Tweekleurige heremietuil,Ipimorpha subtusa,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101639/;
78101641,2013-08-04,,2013-08-04,Melkwitte zomervlinder,Jodis lactearia,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-13,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101641/;
78101642,2013-08-04,,2013-08-04,Bonte brandnetelmot,Anania hortulata,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101642/;
78101644,2013-08-04,,2013-08-04,Gerande spanner,Lomaspilis marginata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2016-10-10,Vlaams-Brabant,België,Automatische Validatie,,142334,156449,1000,,A,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101644/;
78101650,2013-08-04,,2013-08-04,Gewone stofuil,Hoplodrina octogenaria,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101650/;
78101651,2013-08-04,,2013-08-04,Zuringuil,Acronicta rumicis,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101651/;
78101652,2013-08-04,,2013-08-04,V-dwergspanner,Chloroclystis v-ata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-26,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101652/;
78101653,2013-08-04,,2013-08-04,Grote beer,Arctia caja,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Chris Snyers,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101653/;
78101654,2013-08-04,,2013-08-04,Hennepnetelspanner,Perizoma alchemillata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101654/;
78101656,2013-08-04,,2013-08-04,Vierbandspanner,Xanthorhoe ferrugata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101656/;
78101658,2013-08-04,,2013-08-04,Glad beertje,Eilema griseola,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-06,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101658/;
78101659,2013-08-04,,2013-08-04,Gelobd halmuiltje,Oligia strigilis,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101659/;
78101660,2013-08-04,,2013-08-04,Bruine vierbandspanner,Xanthorhoe spadicearia,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101660/;
78101663,2013-08-04,,2013-08-04,Donker brandnetelkapje,Abrostola triplasia,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101663/;
78101664,2013-08-04,,2013-08-04,Puta-uil,Agrotis puta,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Chris Snyers,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101664/;
78101665,2013-08-04,,2013-08-04,Kleine breedbandhuismoeder,Noctua janthina,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101665/;
78101667,2013-08-04,,2013-08-04,Zandhalmuiltje,Mesoligia furuncula,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101667/;
78101671,2013-08-04,,2013-08-04,Blauwooggrasmot,Agriphila straminella,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101671/;
78101673,2013-08-04,,2013-08-04,Hazelaarbladroller,Pandemis corylana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101673/;
78101689,2013-08-04,,2013-08-04,Kanariepietje,Agapeta zoegana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Chris Snyers,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101689/;
78101690,2013-08-04,,2013-08-04,Muntvlindertje,Pyrausta aurata,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2014-12-30,Vlaams-Brabant,België,Chris Snyers,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101690/;
78101692,2013-08-04,,2013-08-04,Strooiselmot,Endotricha flammealis,Pyralidae (lichtmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101692/;
78101694,2013-08-04,,2013-08-04,Variabele grasmot,Agriphila tristella,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,onbekend,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2023-11-02,Vlaams-Brabant,België,Chris Steeman,2023-11-02,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101694/;
78101697,2013-08-04,,2013-08-04,Vuurmot,Carcina quercana,Peleopodidae (vuurmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,,,142334,156449,1000,,O,,True,False,0,,,False,False,https://waarnemingen.be/observation/78101697/;
78101710,2013-08-04,,2013-08-04,Bruinbandbladroller,Argyrotaenia ljungiana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101710/;
78101893,2013-08-04,,2013-08-04,Taxusspikkelspanner,Peribatodes rhomboidaria,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-05,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78101893/;
78102018,2013-08-04,,2013-08-04,Grootkopbladroller,Zeiraphera isertana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78102018/;
78102321,2013-08-04,,2013-08-04,Gewone spiegelmot,Cydia splendana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78102321/;
78102328,2013-08-04,,2013-08-04,Grootkopbladroller,Zeiraphera isertana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-04,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78102328/;
78102350,2013-08-04,,2013-08-04,Bryotropha spec.,Bryotropha spec.,Gelechiidae (palpmotten),Verzamelsoort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-12-29,Vlaams-Brabant,België,Leo Janssen,2013-08-04,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78102350/;
78624444,2013-08-24,,2013-08-24,Weegbreemot,Pyrausta despicata,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-24,Vlaams-Brabant,België,Leo Janssen,2013-08-24,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78624444/;
78624456,2013-08-24,,2013-08-24,Muntvlindertje,Pyrausta aurata,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2016-05-16,Vlaams-Brabant,België,Leo Janssen,2013-08-24,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78624456/;
78624460,2013-08-24,,2013-08-24,Bramenbladroller,Notocelia uddmanniana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-24,Vlaams-Brabant,België,Leo Janssen,2013-08-24,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78624460/;
78624462,2013-08-24,,2013-08-24,Koolmotje,Plutella xylostella,Plutellidae (koolmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-24,Vlaams-Brabant,België,Leo Janssen,2013-08-24,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78624462/;
78624463,2013-08-24,,2013-08-24,Anjerbladroller,Cacoecimorpha pronubana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2013-08-25,Vlaams-Brabant,België,Leo Janssen,2013-08-24,142334,156449,1000,,J,,True,False,0,,,True,False,https://waarnemingen.be/observation/78624463/;
