id,date,time,created,species_name,scientific_name,family,species type,species group,number,sex,life stage,activity,method,counting method,related species,source,location,lat,lng,modified,country division,country,validator name,last validation date,local x,local y,accuracy,notes,validation status,substrate,is certain,is escape,obscurity,embargo date,external reference,has photos,has sounds,link;
100994155,2015-04-16,,2015-04-16,Groenige orvlinder,Polyploca ridens,Drepanidae (eenstaartjes),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-04-16,Vlaams-Brabant,België,Leo Janssen,2015-04-16,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/100994155/;
100994156,2015-04-16,,2015-04-16,Zwartkamdwergspanner,Gymnoscelis rufifasciata,Geometridae (spanners),Soort,Nachtvlinders en micro's,3,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-04-16,Vlaams-Brabant,België,Leo Janssen,2015-04-16,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/100994156/;
100994158,2015-04-16,,2015-04-16,Variabele voorjaarsuil,Orthosia incerta,Noctuidae (uilen),Soort,Nachtvlinders en micro's,4,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-04-16,Vlaams-Brabant,België,Leo Janssen,2015-04-16,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/100994158/;
100994160,2015-04-16,,2015-04-16,Tweestreepvoorjaarsuil,Orthosia cerasi,Noctuidae (uilen),Soort,Nachtvlinders en micro's,8,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-04-16,Vlaams-Brabant,België,,,142334,156449,1000,,O,Niet van toepassing,True,False,0,,0,False,False,https://waarnemingen.be/observation/100994160/;
100994162,2015-04-16,,2015-04-16,Nunvlinder,Orthosia gothica,Noctuidae (uilen),Soort,Nachtvlinders en micro's,10,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-04-16,Vlaams-Brabant,België,,,142334,156449,1000,,O,Niet van toepassing,True,False,0,,0,False,False,https://waarnemingen.be/observation/100994162/;
100994252,2015-04-16,,2015-04-16,Windevedermot,Emmelina monodactyla,Pterophoridae (vedermotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-04-16,Vlaams-Brabant,België,,,142334,156449,1000,,O,Niet van toepassing,True,False,0,,0,False,False,https://waarnemingen.be/observation/100994252/;
100994272,2015-04-16,,2015-04-16,Beukentandvlinder,Drymonia obliterata,Notodontidae (tandvlinders),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,onbekend,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2019-12-09,Vlaams-Brabant,België,Wim Veraghtert,2015-04-16,142334,156449,1000,,P,Niet van toepassing,True,False,0,,,False,False,https://waarnemingen.be/observation/100994272/;
100994450,2015-04-16,,2015-04-16,Voorjaarskortvleugelmot,Diurnea fagella,Lypusidae (zaksikkelmotten),Soort,Nachtvlinders en micro's,2,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-04-16,Vlaams-Brabant,België,Leo Janssen,2015-04-16,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/100994450/;
100994477,2015-04-16,,2015-04-16,Papegaaitje,Chloroclysta siterata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-04-16,Vlaams-Brabant,België,,,142334,156449,1000,,O,Niet van toepassing,True,False,0,,,False,False,https://waarnemingen.be/observation/100994477/;
100994852,2015-04-16,,2015-04-16,Bosbesuil,Conistra vaccinii,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-04-16,Vlaams-Brabant,België,Leo Janssen,2015-04-16,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/100994852/;
102036403,2015-05-11,,2015-05-11,Lichte blokspanner,Lobophora halterata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/102036403/;
102036409,2015-05-11,,2015-05-11,Fijnspardwergspanner,Eupithecia tantillaria,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036409/;
102036412,2015-05-11,,2015-05-11,Berkeneenstaart,Drepana falcataria,Drepanidae (eenstaartjes),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036412/;
102036416,2015-05-11,,2015-05-11,Marmerspanner,Ecliptopera silaceata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036416/;
102036418,2015-05-11,,2015-05-11,Witte tijger,Spilosoma lubricipeda,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036418/;
102036422,2015-05-11,,2015-05-11,Donker klaverblaadje,Macaria alternata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036422/;
102036431,2015-05-11,,2015-05-11,Haarbos,Ochropleura plecta,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036431/;
102036437,2015-05-11,,2015-05-11,Geel beertje,Eilema sororcula,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036437/;
102036454,2015-05-11,,2015-05-11,Hopsnuituil,Hypena rostralis,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036454/;
102036498,2015-05-11,,2015-05-11,Hagedoornvlinder,Opisthograptis luteolata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036498/;
102036501,2015-05-11,,2015-05-11,Mendicabeer,Diaphora mendica,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036501/;
102036510,2015-05-11,,2015-05-11,Meriansborstel,Calliteara pudibunda,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036510/;
102036513,2015-05-11,,2015-05-11,Brandvlerkvlinder,Pheosia tremula,Notodontidae (tandvlinders),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-05-11,Vlaams-Brabant,België,Leo Janssen,2015-05-11,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102036513/;
102998059,2015-06-05,,2015-06-05,Auroramot,Tinea semifulvella,Tineidae (echte motten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/102998059/;
102998172,2015-06-05,,2015-06-05,Bleke kaartmot,Agonopterix arenella,Depressariidae (platlijfjes),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102998172/;
102998180,2015-06-05,,2015-06-05,Elfenbankjesmot,Morophaga choragella,Tineidae (echte motten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102998180/;
102998191,2015-06-05,,2015-06-05,Crème kijkgaatje,Monopis crocicapitella,Tineidae (echte motten),Soort,Nachtvlinders en micro's,1,U,imago,ter plaatse,onbekend,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2018-02-20,Vlaams-Brabant,België,Dirk De Mesel,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/102998191/;
102998634,2015-06-05,,2015-06-05,Hommelnestmot,Aphomia sociella,Pyralidae (lichtmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/102998634/;
102999203,2015-06-05,,2015-06-05,Gewoon smalsnuitje,Eupoecilia angustana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/102999203/;
103002273,2015-06-05,,2015-06-05,Brandnetelkapje,Abrostola tripartita,Noctuidae (uilen),Soort,Nachtvlinders en micro's,2,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/103002273/;
103002274,2015-06-05,,2015-06-05,Geel beertje,Eilema sororcula,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,3,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002274/;
103002275,2015-06-05,,2015-06-05,Zilveren groenuil,Pseudoips prasinana,Nolidae (visstaartjes),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002275/;
103002276,2015-06-05,,2015-06-05,Schimmelspanner,Dysstroma truncata,Geometridae (spanners),Soort,Nachtvlinders en micro's,5,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002276/;
103002277,2015-06-05,,2015-06-05,Gelobd halmuiltje,Oligia strigilis,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-14,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002277/;
103002279,2015-06-05,,2015-06-05,Berkeneenstaart,Drepana falcataria,Drepanidae (eenstaartjes),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002279/;
103002280,2015-06-05,,2015-06-05,Houtspaander,Axylia putris,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002280/;
103002281,2015-06-05,,2015-06-05,Bonte brandnetelmot,Anania hortulata,Crambidae (grasmotten),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002281/;
103002282,2015-06-05,,2015-06-05,Schaaruil,Hada plebeja,Noctuidae (uilen),Soort,Nachtvlinders en micro's,2,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002282/;
103002284,2015-06-05,,2015-06-05,Haarbos,Ochropleura plecta,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002284/;
103002288,2015-06-05,,2015-06-05,Variabele breedvleugeluil,Diarsia mendica,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002288/;
103002290,2015-06-05,,2015-06-05,Streepjesdwergspanner,Eupithecia intricata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,onbekend,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2023-08-01,Vlaams-Brabant,België,,,142334,156449,1000,,O,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002290/;
103002293,2015-06-05,,2015-06-05,Gewone worteluil,Agrotis exclamationis,Noctuidae (uilen),Soort,Nachtvlinders en micro's,3,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002293/;
103002295,2015-06-05,,2015-06-05,Agaatvlinder,Phlogophora meticulosa,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002295/;
103002298,2015-06-05,,2015-06-05,Drielijnuil,Charanyca trigrammica,Noctuidae (uilen),Soort,Nachtvlinders en micro's,2,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002298/;
103002300,2015-06-05,,2015-06-05,Appeltak,Campaea margaritaria,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002300/;
103002301,2015-06-05,,2015-06-05,Groente-uil,Lacanobia oleracea,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002301/;
103002302,2015-06-05,,2015-06-05,Bruine snuituil,Hypena proboscidalis,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002302/;
103002304,2015-06-05,,2015-06-05,Zwarte-c-uil,Xestia c-nigrum,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002304/;
103002305,2015-06-05,,2015-06-05,Witte tijger,Spilosoma lubricipeda,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002305/;
103002308,2015-06-05,,2015-06-05,Koperuil,Diachrysia chrysitis,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002308/;
103002309,2015-06-05,,2015-06-05,Oranjegeel halmuiltje,Oligia fasciuncula,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002309/;
103002311,2015-06-05,,2015-06-05,Meriansborstel,Calliteara pudibunda,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002311/;
103002313,2015-06-05,,2015-06-05,Taxusspikkelspanner,Peribatodes rhomboidaria,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002313/;
103002315,2015-06-05,,2015-06-05,Groene dwergspanner,Pasiphila rectangulata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002315/;
103002319,2015-06-05,,2015-06-05,Stro-uiltje,Rivula sericealis,Erebidae (spinneruilen),Soort,Nachtvlinders en micro's,2,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002319/;
103002321,2015-06-05,,2015-06-05,Bloesempedaalmot,Argyresthia spinosella,Argyresthiidae (pedaalmotten),Soort,Nachtvlinders en micro's,2,U,onbekend,ter plaatse,onbekend,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2017-12-02,Vlaams-Brabant,België,Chris Steeman,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002321/;
103002322,2015-06-05,,2015-06-05,Zwarte populierenbladroller,Gypsonoma oppressana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002322/;
103002323,2015-06-05,,2015-06-05,Cirkelbladroller,Clepsis rurinana,Tortricidae (bladrollers),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002323/;
103002330,2015-06-05,,2015-06-05,Spikkelbladroller onbekend,Cnephasia spec.,Tortricidae (bladrollers),Verzamelsoort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103002330/;
103002335,2015-06-05,,2015-06-05,Donker klaverblaadje,Macaria alternata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,,,142334,156449,1000,,O,Niet van toepassing,True,False,0,,,False,False,https://waarnemingen.be/observation/103002335/;
103002635,2015-06-05,,2015-06-05,Dromedaris,Notodonta dromedarius,Notodontidae (tandvlinders),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/103002635/;
103004627,2015-06-05,,2015-06-05,Leverkleurige spanner,Euchoeca nebulata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Wim Veraghtert,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/103004627/;
103004663,2015-06-05,,2015-06-05,Halmuiltje onbekend,Oligia spec.,Noctuidae (uilen),Verzamelsoort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103004663/;
103004742,2015-06-05,,2015-06-05,Gewone breedvleugeluil,Diarsia rubi,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103004742/;
103004745,2015-06-05,,2015-06-05,Zuidelijke stofuil,Hoplodrina ambigua,Noctuidae (uilen),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103004745/;
103004843,2015-06-05,,2015-06-05,Geoogde bandspanner,Xanthorhoe montanata,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,,True,False,https://waarnemingen.be/observation/103004843/;
103004861,2015-06-05,,2015-06-05,Dennenbandspanner,Pungeleria capreolaria,Geometridae (spanners),Soort,Nachtvlinders en micro's,1,U,onbekend,ter plaatse,,onbekend,,Site,Halle (Halle) (Dg),50.718545,4.260199,2015-06-05,Vlaams-Brabant,België,Leo Janssen,2015-06-05,142334,156449,1000,,J,Niet van toepassing,True,False,0,,0,True,False,https://waarnemingen.be/observation/103004861/;
